ID,Brand,CPU,GPU,RAM,Storage,Screen,Operating_System,Price_USD
187,MSI,Intel Core i5-14600K,NVIDIA RTX 4090,32GB DDR4,1TB SSD,"17.3"" QHD",Ubuntu 22.04,1295.35
188,Lenovo,AMD Ryzen 9 7950X,NVIDIA RTX 4070 Ti,32GB DDR4,512GB SSD,"15.6"" FHD",Windows 11,1581.35
189,Samsung,AMD Ryzen 5 7600X,AMD Radeon RX 7800 XT,128GB DDR5,1TB SSD,"13.3"" Retina",macOS Sonoma,3928.64
190,Razer,Intel Core i5-14600K,AMD Radeon RX 7800 XT,32GB DDR4,2TB SSD,"17.3"" QHD",Windows 10 Pro,1349.76
191,Samsung,AMD Ryzen 9 7950X,NVIDIA RTX 4080,64GB DDR5,512GB SSD,"17.3"" QHD",Windows 10 Pro,4074.79
192,Razer,Intel Core i7-14700K,NVIDIA RTX 4070 Ti,64GB DDR5,2TB SSD,"17.3"" QHD",Windows 10 Pro,4422.97
193,MSI,AMD Ryzen 9 7950X,NVIDIA RTX 4070 Ti,32GB DDR4,1TB SSD + 2TB HDD,"17.3"" QHD",Ubuntu 22.04,1042.6
194,Microsoft,AMD Ryzen 7 7800X,Intel Arc A770,64GB DDR5,512GB SSD,"15.6"" FHD",Ubuntu 22.04,4830.8
195,Dell,AMD Ryzen 5 7600X,Intel Arc A770,16GB DDR4,512GB SSD,"17.3"" QHD",Windows 10 Pro,2000.4
196,MSI,AMD Ryzen 7 7800X,AMD Radeon RX 7900 XTX,32GB DDR4,512GB SSD,"17.3"" QHD",Windows 10 Pro,1251.23
197,Dell,AMD Ryzen 9 7950X,NVIDIA RTX 4090,128GB DDR5,2TB SSD,"13.3"" Retina",macOS Sonoma,3609.6
198,HP,Intel Core i9-14900K,Intel Arc A770,64GB DDR5,2TB SSD,"13.3"" Retina",macOS Sonoma,3457.43
199,Samsung,Intel Core i9-14900K,NVIDIA RTX 4070 Ti,16GB DDR4,1TB SSD + 2TB HDD,"15.6"" FHD",Ubuntu 22.04,1243.68
200,Lenovo,Intel Core i7-14700K,AMD Radeon RX 7900 XTX,32GB DDR4,1TB SSD,"15.6"" FHD",Windows 10 Pro,3294.04
201,Lenovo,Intel Core i5-14600K,Intel Arc A770,16GB DDR4,2TB SSD,"17.3"" QHD",Windows 10 Pro,4010.96
202,Apple,AMD Ryzen 7 7800X,NVIDIA RTX 4080,32GB DDR4,1TB SSD + 2TB HDD,"14"" 4K",Windows 10 Pro,2888.99
203,Apple,AMD Ryzen 9 7950X,NVIDIA RTX 4070 Ti,64GB DDR5,1TB SSD,"15.6"" FHD",macOS Sonoma,4763.13
204,Dell,Intel Core i9-14900K,AMD Radeon RX 7900 XTX,32GB DDR4,2TB SSD,"13.3"" Retina",macOS Sonoma,3527.56
205,Apple,Intel Core i9-14900K,NVIDIA RTX 4090,128GB DDR5,512GB SSD,"15.6"" FHD",Windows 10 Pro,2054.03
206,MSI,AMD Ryzen 7 7800X,Intel Arc A770,64GB DDR5,2TB SSD,"15.6"" FHD",Windows 11,3443.48
207,MSI,AMD Ryzen 7 7800X,AMD Radeon RX 7800 XT,64GB DDR5,1TB SSD + 2TB HDD,"15.6"" FHD",Windows 10 Pro,1352.93
208,Lenovo,AMD Ryzen 5 7600X,AMD Radeon RX 7800 XT,128GB DDR5,512GB SSD,"15.6"" FHD",Windows 10 Pro,4500.62
209,Acer,AMD Ryzen 5 7600X,Intel Arc A770,16GB DDR4,512GB SSD,"15.6"" FHD",Windows 11,4061.34
210,Samsung,Intel Core i5-14600K,AMD Radeon RX 7800 XT,64GB DDR5,2TB SSD,"15.6"" FHD",Windows 10 Pro,3996.09
211,MSI,AMD Ryzen 5 7600X,NVIDIA RTX 4090,16GB DDR4,1TB SSD,"15.6"" FHD",Windows 10 Pro,2345.34
212,Microsoft,Intel Core i7-14700K,NVIDIA RTX 4080,16GB DDR4,2TB SSD,"14"" 4K",Ubuntu 22.04,3180.17
213,HP,AMD Ryzen 9 7950X,AMD Radeon RX 7800 XT,64GB DDR5,1TB SSD + 2TB HDD,"15.6"" FHD",macOS Sonoma,2144.72
214,Dell,AMD Ryzen 7 7800X,NVIDIA RTX 4070 Ti,64GB DDR5,1TB SSD,"17.3"" QHD",Windows 10 Pro,1866.58
215,Lenovo,Intel Core i7-14700K,AMD Radeon RX 7900 XTX,16GB DDR4,2TB SSD,"14"" 4K",Ubuntu 22.04,1877.4
216,Microsoft,AMD Ryzen 9 7950X,NVIDIA RTX 4090,64GB DDR5,1TB SSD + 2TB HDD,"13.3"" Retina",Ubuntu 22.04,1336.56
217,Samsung,AMD Ryzen 5 7600X,AMD Radeon RX 7800 XT,64GB DDR5,1TB SSD,"15.6"" FHD",Ubuntu 22.04,4465.88
218,MSI,AMD Ryzen 9 7950X,NVIDIA RTX 4090,16GB DDR4,1TB SSD + 2TB HDD,"15.6"" FHD",Windows 11,2049.28
219,Apple,AMD Ryzen 5 7600X,Intel Arc A770,64GB DDR5,1TB SSD + 2TB HDD,"17.3"" QHD",macOS Sonoma,1044.1
220,Asus,AMD Ryzen 7 7800X,NVIDIA RTX 4090,32GB DDR4,1TB SSD + 2TB HDD,"15.6"" FHD",Ubuntu 22.04,2360.04
221,Acer,Intel Core i7-14700K,AMD Radeon RX 7900 XTX,16GB DDR4,1TB SSD + 2TB HDD,"17.3"" QHD",Windows 10 Pro,3588.18
222,Lenovo,AMD Ryzen 9 7950X,NVIDIA RTX 4080,32GB DDR4,2TB SSD,"15.6"" FHD",Windows 11,849.51
223,MSI,AMD Ryzen 7 7800X,NVIDIA RTX 4080,32GB DDR4,1TB SSD + 2TB HDD,"15.6"" FHD",Ubuntu 22.04,4998.92
224,Microsoft,Intel Core i7-14700K,NVIDIA RTX 4070 Ti,128GB DDR5,512GB SSD,"13.3"" Retina",Windows 10 Pro,1409.18
225,Lenovo,Intel Core i7-14700K,AMD Radeon RX 7800 XT,16GB DDR4,512GB SSD,"15.6"" FHD",Windows 11,4048.05
226,Apple,AMD Ryzen 5 7600X,NVIDIA RTX 4070 Ti,16GB DDR4,512GB SSD,"14"" 4K",Windows 11,4111.31
227,Acer,AMD Ryzen 5 7600X,Intel Arc A770,64GB DDR5,2TB SSD,"14"" 4K",Ubuntu 22.04,1387.6
228,Samsung,Intel Core i9-14900K,AMD Radeon RX 7800 XT,128GB DDR5,1TB SSD,"14"" 4K",Windows 11,4035.48
229,Lenovo,Intel Core i7-14700K,Intel Arc A770,128GB DDR5,2TB SSD,"17.3"" QHD",macOS Sonoma,3976.45
230,Microsoft,AMD Ryzen 7 7800X,NVIDIA RTX 4090,128GB DDR5,512GB SSD,"15.6"" FHD",Windows 10 Pro,3936.41
231,MSI,Intel Core i9-14900K,AMD Radeon RX 7800 XT,128GB DDR5,512GB SSD,"17.3"" QHD",Windows 11,1521.37
232,Asus,AMD Ryzen 9 7950X,AMD Radeon RX 7900 XTX,64GB DDR5,2TB SSD,"13.3"" Retina",Ubuntu 22.04,1038.54
233,Asus,AMD Ryzen 5 7600X,AMD Radeon RX 7800 XT,64GB DDR5,2TB SSD,"13.3"" Retina",Windows 10 Pro,2003.03
234,Asus,Intel Core i9-14900K,NVIDIA RTX 4080,16GB DDR4,512GB SSD,"15.6"" FHD",Ubuntu 22.04,1746.23
235,Lenovo,Intel Core i9-14900K,NVIDIA RTX 4080,128GB DDR5,1TB SSD,"17.3"" QHD",Windows 11,1491.48
236,Samsung,AMD Ryzen 7 7800X,Intel Arc A770,16GB DDR4,2TB SSD,"15.6"" FHD",macOS Sonoma,2585.25
237,Acer,Intel Core i7-14700K,NVIDIA RTX 4080,128GB DDR5,2TB SSD,"17.3"" QHD",Windows 11,4862.09
238,Lenovo,Intel Core i7-14700K,NVIDIA RTX 4080,64GB DDR5,1TB SSD + 2TB HDD,"15.6"" FHD",Ubuntu 22.04,1088.76
239,Microsoft,Intel Core i9-14900K,NVIDIA RTX 4090,16GB DDR4,1TB SSD + 2TB HDD,"13.3"" Retina",macOS Sonoma,1407.21
240,Asus,AMD Ryzen 7 7800X,NVIDIA RTX 4080,128GB DDR5,1TB SSD,"13.3"" Retina",Ubuntu 22.04,3181.49
241,Apple,AMD Ryzen 7 7800X,AMD Radeon RX 7800 XT,32GB DDR4,1TB SSD + 2TB HDD,"14"" 4K",Windows 11,2457.8
242,Dell,Intel Core i5-14600K,Intel Arc A770,16GB DDR4,1TB SSD + 2TB HDD,"14"" 4K",Windows 10 Pro,3996.82
243,Apple,AMD Ryzen 5 7600X,AMD Radeon RX 7900 XTX,64GB DDR5,1TB SSD,"17.3"" QHD",Windows 10 Pro,4163.16
244,Acer,Intel Core i9-14900K,AMD Radeon RX 7900 XTX,128GB DDR5,2TB SSD,"14"" 4K",Windows 10 Pro,4403.72
245,MSI,Intel Core i9-14900K,NVIDIA RTX 4070 Ti,128GB DDR5,2TB SSD,"13.3"" Retina",Windows 11,4571.7
246,Apple,Intel Core i9-14900K,Intel Arc A770,32GB DDR4,2TB SSD,"14"" 4K",Windows 10 Pro,2542.52
247,Acer,AMD Ryzen 5 7600X,NVIDIA RTX 4090,32GB DDR4,2TB SSD,"17.3"" QHD",macOS Sonoma,3961.11
248,Microsoft,AMD Ryzen 5 7600X,NVIDIA RTX 4070 Ti,16GB DDR4,1TB SSD + 2TB HDD,"15.6"" FHD",Windows 10 Pro,3518.28
249,Apple,AMD Ryzen 9 7950X,NVIDIA RTX 4070 Ti,128GB DDR5,512GB SSD,"17.3"" QHD",Windows 11,1220.6
250,MSI,AMD Ryzen 9 7950X,NVIDIA RTX 4080,32GB DDR4,512GB SSD,"17.3"" QHD",macOS Sonoma,2918.95
251,Samsung,Intel Core i9-14900K,NVIDIA RTX 4070 Ti,128GB DDR5,2TB SSD,"17.3"" QHD",macOS Sonoma,1603.58
252,Apple,Intel Core i5-14600K,AMD Radeon RX 7900 XTX,128GB DDR5,2TB SSD,"14"" 4K",Windows 11,4205.27
253,HP,AMD Ryzen 9 7950X,Intel Arc A770,16GB DDR4,1TB SSD,"15.6"" FHD",Windows 11,2645.25
254,Razer,AMD Ryzen 5 7600X,AMD Radeon RX 7900 XTX,128GB DDR5,2TB SSD,"17.3"" QHD",Ubuntu 22.04,2725.2
255,MSI,Intel Core i5-14600K,AMD Radeon RX 7800 XT,32GB DDR4,1TB SSD,"14"" 4K",macOS Sonoma,982.54
256,Samsung,AMD Ryzen 9 7950X,NVIDIA RTX 4070 Ti,128GB DDR5,512GB SSD,"13.3"" Retina",Windows 11,2362.07
257,Apple,AMD Ryzen 7 7800X,NVIDIA RTX 4090,64GB DDR5,512GB SSD,"17.3"" QHD",macOS Sonoma,1200.73
258,Samsung,Intel Core i5-14600K,AMD Radeon RX 7800 XT,64GB DDR5,2TB SSD,"13.3"" Retina",Windows 11,1695.05
259,HP,AMD Ryzen 5 7600X,Intel Arc A770,32GB DDR4,512GB SSD,"13.3"" Retina",Windows 11,3353.13
260,MSI,AMD Ryzen 9 7950X,NVIDIA RTX 4070 Ti,128GB DDR5,2TB SSD,"15.6"" FHD",macOS Sonoma,2242.67
261,Razer,Intel Core i5-14600K,Intel Arc A770,32GB DDR4,2TB SSD,"17.3"" QHD",Windows 11,3274.79
262,Lenovo,Intel Core i5-14600K,Intel Arc A770,32GB DDR4,1TB SSD + 2TB HDD,"13.3"" Retina",macOS Sonoma,3131.39
263,Microsoft,AMD Ryzen 5 7600X,AMD Radeon RX 7800 XT,64GB DDR5,512GB SSD,"15.6"" FHD",Windows 10 Pro,3043.28
264,Acer,AMD Ryzen 9 7950X,NVIDIA RTX 4080,32GB DDR4,1TB SSD,"14"" 4K",macOS Sonoma,2798.44
265,Lenovo,AMD Ryzen 7 7800X,NVIDIA RTX 4080,16GB DDR4,2TB SSD,"14"" 4K",macOS Sonoma,3422.63
266,Razer,AMD Ryzen 5 7600X,NVIDIA RTX 4080,32GB DDR4,1TB SSD + 2TB HDD,"17.3"" QHD",macOS Sonoma,1580.44
267,Razer,AMD Ryzen 5 7600X,Intel Arc A770,16GB DDR4,1TB SSD + 2TB HDD,"14"" 4K",Windows 10 Pro,3251.73
268,Acer,Intel Core i7-14700K,AMD Radeon RX 7800 XT,128GB DDR5,1TB SSD,"13.3"" Retina",macOS Sonoma,1895.7
269,Apple,Intel Core i9-14900K,NVIDIA RTX 4080,16GB DDR4,512GB SSD,"17.3"" QHD",macOS Sonoma,1522.06
270,HP,AMD Ryzen 7 7800X,NVIDIA RTX 4080,16GB DDR4,2TB SSD,"17.3"" QHD",macOS Sonoma,1096.78
271,Razer,Intel Core i5-14600K,NVIDIA RTX 4090,32GB DDR4,1TB SSD + 2TB HDD,"13.3"" Retina",Windows 11,2325.47
272,Dell,Intel Core i5-14600K,NVIDIA RTX 4080,64GB DDR5,1TB SSD,"15.6"" FHD",Windows 10 Pro,1428.49
273,Microsoft,Intel Core i9-14900K,NVIDIA RTX 4080,64GB DDR5,512GB SSD,"14"" 4K",Windows 10 Pro,3061.84
274,Dell,AMD Ryzen 5 7600X,NVIDIA RTX 4070 Ti,16GB DDR4,1TB SSD + 2TB HDD,"14"" 4K",Windows 11,4396.97
275,Apple,Intel Core i9-14900K,AMD Radeon RX 7900 XTX,128GB DDR5,1TB SSD,"13.3"" Retina",Windows 11,2733.33
276,MSI,Intel Core i9-14900K,AMD Radeon RX 7900 XTX,128GB DDR5,1TB SSD,"15.6"" FHD",Windows 10 Pro,3580.33
277,Razer,AMD Ryzen 5 7600X,NVIDIA RTX 4090,32GB DDR4,2TB SSD,"15.6"" FHD",Ubuntu 22.04,3253.42
278,Samsung,Intel Core i7-14700K,AMD Radeon RX 7800 XT,128GB DDR5,1TB SSD,"14"" 4K",macOS Sonoma,4874.61
279,Asus,AMD Ryzen 9 7950X,Intel Arc A770,128GB DDR5,1TB SSD,"14"" 4K",Windows 11,4200.08
280,Asus,AMD Ryzen 7 7800X,Intel Arc A770,128GB DDR5,512GB SSD,"14"" 4K",Windows 11,4348.34
281,Microsoft,AMD Ryzen 7 7800X,AMD Radeon RX 7900 XTX,32GB DDR4,512GB SSD,"14"" 4K",Ubuntu 22.04,4889.04
282,Dell,AMD Ryzen 5 7600X,AMD Radeon RX 7800 XT,16GB DDR4,512GB SSD,"15.6"" FHD",macOS Sonoma,4198.11
283,Microsoft,AMD Ryzen 5 7600X,NVIDIA RTX 4080,32GB DDR4,1TB SSD + 2TB HDD,"15.6"" FHD",Windows 10 Pro,1705.57
284,Microsoft,AMD Ryzen 7 7800X,AMD Radeon RX 7900 XTX,64GB DDR5,1TB SSD + 2TB HDD,"15.6"" FHD",Windows 11,790.32
285,Samsung,AMD Ryzen 5 7600X,NVIDIA RTX 4070 Ti,128GB DDR5,512GB SSD,"13.3"" Retina",Ubuntu 22.04,3859.63
286,Apple,Intel Core i5-14600K,NVIDIA RTX 4080,128GB DDR5,2TB SSD,"17.3"" QHD",Ubuntu 22.04,2520.27
287,MSI,AMD Ryzen 9 7950X,NVIDIA RTX 4080,128GB DDR5,512GB SSD,"17.3"" QHD",macOS Sonoma,2698.8
288,MSI,Intel Core i7-14700K,NVIDIA RTX 4080,128GB DDR5,2TB SSD,"15.6"" FHD",Ubuntu 22.04,768.78
289,HP,AMD Ryzen 5 7600X,Intel Arc A770,128GB DDR5,512GB SSD,"15.6"" FHD",Windows 10 Pro,4654.82
290,Asus,Intel Core i9-14900K,Intel Arc A770,16GB DDR4,1TB SSD,"13.3"" Retina",Ubuntu 22.04,2005.6
291,Dell,Intel Core i5-14600K,NVIDIA RTX 4090,16GB DDR4,1TB SSD,"13.3"" Retina",Ubuntu 22.04,2822.99
292,Microsoft,AMD Ryzen 5 7600X,NVIDIA RTX 4070 Ti,128GB DDR5,1TB SSD + 2TB HDD,"13.3"" Retina",macOS Sonoma,4917.92
293,Asus,AMD Ryzen 9 7950X,AMD Radeon RX 7800 XT,128GB DDR5,1TB SSD,"17.3"" QHD",Ubuntu 22.04,3290.26
294,Samsung,Intel Core i7-14700K,AMD Radeon RX 7900 XTX,16GB DDR4,1TB SSD,"17.3"" QHD",Windows 11,4872.21
295,Dell,AMD Ryzen 9 7950X,Intel Arc A770,16GB DDR4,512GB SSD,"15.6"" FHD",Windows 10 Pro,1435.29
296,MSI,AMD Ryzen 5 7600X,Intel Arc A770,64GB DDR5,1TB SSD,"17.3"" QHD",Windows 10 Pro,2657.13
297,Dell,AMD Ryzen 7 7800X,NVIDIA RTX 4080,128GB DDR5,512GB SSD,"15.6"" FHD",Windows 11,2802.3
298,Apple,AMD Ryzen 7 7800X,AMD Radeon RX 7900 XTX,16GB DDR4,2TB SSD,"15.6"" FHD",macOS Sonoma,3057.86
299,Lenovo,AMD Ryzen 7 7800X,NVIDIA RTX 4070 Ti,128GB DDR5,2TB SSD,"14"" 4K",macOS Sonoma,4705.64
300,Asus,AMD Ryzen 9 7950X,NVIDIA RTX 4070 Ti,32GB DDR4,2TB SSD,"14"" 4K",Windows 10 Pro,1790.25
301,Asus,AMD Ryzen 7 7800X,AMD Radeon RX 7900 XTX,64GB DDR5,1TB SSD,"15.6"" FHD",Ubuntu 22.04,3505.71
302,Razer,AMD Ryzen 5 7600X,AMD Radeon RX 7900 XTX,16GB DDR4,1TB SSD + 2TB HDD,"14"" 4K",macOS Sonoma,4509.31
303,Samsung,Intel Core i5-14600K,AMD Radeon RX 7800 XT,128GB DDR5,2TB SSD,"17.3"" QHD",Windows 11,774.49
304,Microsoft,AMD Ryzen 9 7950X,NVIDIA RTX 4090,16GB DDR4,512GB SSD,"15.6"" FHD",Windows 10 Pro,757.95
305,HP,Intel Core i7-14700K,NVIDIA RTX 4070 Ti,128GB DDR5,1TB SSD,"14"" 4K",Windows 10 Pro,779.49
306,Asus,Intel Core i7-14700K,NVIDIA RTX 4090,16GB DDR4,2TB SSD,"17.3"" QHD",macOS Sonoma,1860.0
307,MSI,AMD Ryzen 9 7950X,NVIDIA RTX 4080,128GB DDR5,2TB SSD,"13.3"" Retina",Windows 11,2489.78
308,HP,AMD Ryzen 7 7800X,AMD Radeon RX 7800 XT,32GB DDR4,1TB SSD,"14"" 4K",macOS Sonoma,3943.52
309,Razer,Intel Core i7-14700K,Intel Arc A770,128GB DDR5,2TB SSD,"17.3"" QHD",macOS Sonoma,718.1
310,HP,AMD Ryzen 5 7600X,NVIDIA RTX 4090,16GB DDR4,1TB SSD,"13.3"" Retina",Windows 11,1209.21
311,MSI,AMD Ryzen 5 7600X,NVIDIA RTX 4070 Ti,64GB DDR5,512GB SSD,"17.3"" QHD",Ubuntu 22.04,2325.79
312,Apple,AMD Ryzen 5 7600X,NVIDIA RTX 4080,64GB DDR5,512GB SSD,"15.6"" FHD",Windows 11,3823.08
313,Lenovo,Intel Core i9-14900K,NVIDIA RTX 4080,64GB DDR5,2TB SSD,"14"" 4K",Windows 10 Pro,4188.2
314,Microsoft,AMD Ryzen 7 7800X,NVIDIA RTX 4090,128GB DDR5,512GB SSD,"15.6"" FHD",macOS Sonoma,1786.11
315,Apple,AMD Ryzen 7 7800X,NVIDIA RTX 4080,32GB DDR4,1TB SSD + 2TB HDD,"13.3"" Retina",Windows 11,3102.64
316,Acer,AMD Ryzen 9 7950X,NVIDIA RTX 4080,32GB DDR4,1TB SSD + 2TB HDD,"14"" 4K",macOS Sonoma,4167.72
317,Samsung,Intel Core i9-14900K,NVIDIA RTX 4070 Ti,64GB DDR5,1TB SSD,"15.6"" FHD",Ubuntu 22.04,995.53
318,Samsung,AMD Ryzen 5 7600X,Intel Arc A770,32GB DDR4,1TB SSD,"13.3"" Retina",Windows 11,2043.29
319,Acer,AMD Ryzen 7 7800X,NVIDIA RTX 4070 Ti,32GB DDR4,2TB SSD,"13.3"" Retina",macOS Sonoma,4235.45
320,Samsung,Intel Core i9-14900K,Intel Arc A770,16GB DDR4,1TB SSD,"17.3"" QHD",Windows 11,721.52
321,Dell,AMD Ryzen 9 7950X,NVIDIA RTX 4080,64GB DDR5,1TB SSD,"17.3"" QHD",Windows 10 Pro,2443.36
322,Asus,AMD Ryzen 7 7800X,AMD Radeon RX 7900 XTX,128GB DDR5,2TB SSD,"13.3"" Retina",Windows 10 Pro,2020.32
323,HP,AMD Ryzen 7 7800X,NVIDIA RTX 4080,16GB DDR4,1TB SSD,"14"" 4K",Windows 11,1231.67
324,Asus,AMD Ryzen 7 7800X,AMD Radeon RX 7800 XT,64GB DDR5,512GB SSD,"17.3"" QHD",Windows 10 Pro,3283.34
325,Dell,AMD Ryzen 9 7950X,AMD Radeon RX 7900 XTX,16GB DDR4,1TB SSD + 2TB HDD,"17.3"" QHD",Ubuntu 22.04,924.95
326,Razer,AMD Ryzen 7 7800X,Intel Arc A770,128GB DDR5,1TB SSD + 2TB HDD,"13.3"" Retina",macOS Sonoma,2349.21
327,HP,Intel Core i9-14900K,NVIDIA RTX 4080,64GB DDR5,512GB SSD,"14"" 4K",macOS Sonoma,2933.13
328,Acer,AMD Ryzen 7 7800X,NVIDIA RTX 4090,128GB DDR5,512GB SSD,"15.6"" FHD",Windows 10 Pro,2910.78
329,Asus,AMD Ryzen 9 7950X,AMD Radeon RX 7900 XTX,128GB DDR5,1TB SSD,"15.6"" FHD",Ubuntu 22.04,4806.32
330,MSI,Intel Core i7-14700K,AMD Radeon RX 7900 XTX,64GB DDR5,1TB SSD + 2TB HDD,"14"" 4K",Windows 10 Pro,4137.52
331,Apple,AMD Ryzen 9 7950X,NVIDIA RTX 4090,64GB DDR5,2TB SSD,"15.6"" FHD",Windows 11,2278.48
332,Acer,AMD Ryzen 7 7800X,Intel Arc A770,16GB DDR4,512GB SSD,"14"" 4K",macOS Sonoma,4594.17
333,Samsung,Intel Core i5-14600K,AMD Radeon RX 7800 XT,128GB DDR5,1TB SSD + 2TB HDD,"13.3"" Retina",macOS Sonoma,2071.13
334,Microsoft,Intel Core i7-14700K,NVIDIA RTX 4090,32GB DDR4,2TB SSD,"13.3"" Retina",macOS Sonoma,1834.07
335,Acer,Intel Core i7-14700K,AMD Radeon RX 7900 XTX,16GB DDR4,1TB SSD + 2TB HDD,"13.3"" Retina",Windows 10 Pro,4959.99
336,Asus,Intel Core i5-14600K,AMD Radeon RX 7900 XTX,16GB DDR4,512GB SSD,"13.3"" Retina",Ubuntu 22.04,1490.11
337,Razer,AMD Ryzen 9 7950X,NVIDIA RTX 4090,128GB DDR5,2TB SSD,"13.3"" Retina",Windows 10 Pro,3064.01
338,MSI,AMD Ryzen 7 7800X,AMD Radeon RX 7800 XT,64GB DDR5,1TB SSD + 2TB HDD,"17.3"" QHD",Windows 11,4218.38
339,Microsoft,Intel Core i9-14900K,NVIDIA RTX 4070 Ti,128GB DDR5,1TB SSD,"13.3"" Retina",Windows 10 Pro,1603.73
340,Razer,Intel Core i7-14700K,Intel Arc A770,32GB DDR4,2TB SSD,"13.3"" Retina",Windows 11,1769.04
341,HP,Intel Core i5-14600K,NVIDIA RTX 4080,64GB DDR5,1TB SSD + 2TB HDD,"15.6"" FHD",Windows 11,4788.76
342,MSI,AMD Ryzen 9 7950X,AMD Radeon RX 7800 XT,16GB DDR4,2TB SSD,"15.6"" FHD",Windows 10 Pro,2836.83
343,Samsung,AMD Ryzen 9 7950X,NVIDIA RTX 4080,16GB DDR4,1TB SSD + 2TB HDD,"14"" 4K",macOS Sonoma,2109.08
344,MSI,AMD Ryzen 5 7600X,AMD Radeon RX 7800 XT,64GB DDR5,512GB SSD,"14"" 4K",Windows 11,3814.69
345,Apple,Intel Core i9-14900K,AMD Radeon RX 7900 XTX,128GB DDR5,1TB SSD + 2TB HDD,"15.6"" FHD",macOS Sonoma,903.32
346,Microsoft,Intel Core i5-14600K,NVIDIA RTX 4070 Ti,64GB DDR5,512GB SSD,"14"" 4K",Ubuntu 22.04,2916.92
347,Asus,Intel Core i9-14900K,AMD Radeon RX 7800 XT,64GB DDR5,2TB SSD,"15.6"" FHD",Ubuntu 22.04,1548.75
348,Acer,Intel Core i5-14600K,AMD Radeon RX 7800 XT,32GB DDR4,2TB SSD,"14"" 4K",macOS Sonoma,1570.52
349,Razer,Intel Core i7-14700K,NVIDIA RTX 4070 Ti,32GB DDR4,1TB SSD + 2TB HDD,"13.3"" Retina",macOS Sonoma,3230.48
350,Asus,Intel Core i7-14700K,AMD Radeon RX 7900 XTX,128GB DDR5,512GB SSD,"17.3"" QHD",Ubuntu 22.04,3151.71
351,Lenovo,Intel Core i7-14700K,NVIDIA RTX 4070 Ti,32GB DDR4,1TB SSD,"15.6"" FHD",Windows 11,4881.69
352,Dell,Intel Core i5-14600K,NVIDIA RTX 4090,32GB DDR4,512GB SSD,"15.6"" FHD",Ubuntu 22.04,2903.54
353,HP,Intel Core i5-14600K,AMD Radeon RX 7800 XT,64GB DDR5,1TB SSD,"13.3"" Retina",Ubuntu 22.04,744.36
354,Apple,AMD Ryzen 5 7600X,NVIDIA RTX 4070 Ti,32GB DDR4,1TB SSD,"15.6"" FHD",Windows 10 Pro,3865.58
355,Apple,AMD Ryzen 7 7800X,AMD Radeon RX 7800 XT,64GB DDR5,2TB SSD,"14"" 4K",Ubuntu 22.04,1381.44
356,Asus,Intel Core i7-14700K,NVIDIA RTX 4090,16GB DDR4,1TB SSD,"14"" 4K",Windows 10 Pro,2961.2
357,Samsung,Intel Core i5-14600K,NVIDIA RTX 4080,16GB DDR4,1TB SSD,"14"" 4K",Windows 11,2428.03
358,Apple,Intel Core i5-14600K,NVIDIA RTX 4080,32GB DDR4,1TB SSD + 2TB HDD,"13.3"" Retina",Ubuntu 22.04,2388.18
359,MSI,AMD Ryzen 5 7600X,NVIDIA RTX 4090,64GB DDR5,1TB SSD,"13.3"" Retina",Windows 10 Pro,2225.49
360,Microsoft,AMD Ryzen 5 7600X,AMD Radeon RX 7900 XTX,128GB DDR5,2TB SSD,"13.3"" Retina",Ubuntu 22.04,3804.1
361,Lenovo,AMD Ryzen 7 7800X,NVIDIA RTX 4080,16GB DDR4,2TB SSD,"13.3"" Retina",Windows 11,3186.47
362,Samsung,AMD Ryzen 9 7950X,Intel Arc A770,64GB DDR5,1TB SSD + 2TB HDD,"17.3"" QHD",Windows 11,792.4
363,Lenovo,AMD Ryzen 5 7600X,AMD Radeon RX 7800 XT,32GB DDR4,512GB SSD,"15.6"" FHD",Windows 11,1691.56
364,Asus,Intel Core i5-14600K,AMD Radeon RX 7800 XT,128GB DDR5,512GB SSD,"17.3"" QHD",Windows 10 Pro,1295.47
365,Apple,Intel Core i9-14900K,NVIDIA RTX 4080,32GB DDR4,2TB SSD,"15.6"" FHD",Windows 11,4046.27
366,Acer,Intel Core i5-14600K,NVIDIA RTX 4090,16GB DDR4,2TB SSD,"14"" 4K",macOS Sonoma,3574.18
367,Apple,Intel Core i5-14600K,AMD Radeon RX 7800 XT,128GB DDR5,512GB SSD,"14"" 4K",Windows 11,2467.6
368,MSI,AMD Ryzen 5 7600X,AMD Radeon RX 7900 XTX,32GB DDR4,512GB SSD,"17.3"" QHD",Windows 11,4359.33
369,Lenovo,AMD Ryzen 7 7800X,Intel Arc A770,128GB DDR5,1TB SSD,"17.3"" QHD",Windows 11,3605.33
370,Dell,AMD Ryzen 5 7600X,Intel Arc A770,64GB DDR5,2TB SSD,"13.3"" Retina",Ubuntu 22.04,2303.87
371,MSI,Intel Core i5-14600K,NVIDIA RTX 4090,32GB DDR4,2TB SSD,"17.3"" QHD",Windows 11,4339.67
372,Dell,AMD Ryzen 5 7600X,NVIDIA RTX 4090,16GB DDR4,512GB SSD,"13.3"" Retina",Windows 11,4014.97
373,MSI,AMD Ryzen 7 7800X,NVIDIA RTX 4090,64GB DDR5,1TB SSD,"13.3"" Retina",Windows 11,1980.46
374,Microsoft,Intel Core i9-14900K,Intel Arc A770,128GB DDR5,512GB SSD,"17.3"" QHD",Ubuntu 22.04,4281.58
