battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
640,0,1.0,1,3,0,4,0.3,122,2,6,270,482,1283,6,4,11,0,1,1,0
1515,1,1.2,1,6,1,23,0.5,164,4,9,715,1043,1708,7,6,9,1,1,1,1
1457,1,2.3,1,9,1,43,0.9,191,5,9,795,1308,2374,12,5,10,1,1,1,2
3427,1,3.1,1,13,1,56,0.7,148,7,18,1100,1806,3069,18,4,19,1,1,1,3
886,1,1.1,1,1,0,4,0.3,111,3,7,219,947,1226,6,2,8,0,1,1,0
1578,1,1.6,1,1,1,13,0.7,138,3,9,600,1268,1022,16,4,12,1,1,1,1
1562,1,1.6,1,11,1,29,0.7,181,5,13,644,1344,1899,8,7,17,1,1,1,2
3181,1,3.3,1,12,1,32,1.2,163,6,17,1000,1574,3002,13,4,17,1,1,1,3
644,1,0.9,1,4,0,15,0.1,149,3,2,364,572,984,13,5,5,0,1,1,0
1221,1,1.7,1,5,1,28,0.6,128,2,6,676,1120,1399,11,5,13,1,1,1,1
1963,1,1.9,1,7,1,24,0.8,175,4,13,986,1571,2052,10,5,10,1,1,1,2
3060,1,2.6,1,14,1,39,0.9,147,6,13,1277,1409,3482,10,5,15,1,1,1,3
952,0,0.5,1,4,0,13,0.2,124,2,3,471,412,677,14,4,12,0,1,1,0
1483,1,1.9,1,2,0,17,0.5,179,2,4,712,1353,1674,14,3,17,1,1,1,1
1421,1,2.3,1,11,1,32,0.8,161,5,14,898,1036,2925,10,3,12,1,1,1,2
2159,1,3.1,1,10,1,43,0.9,192,6,15,1263,1832,3305,14,5,18,1,1,1,3
1042,1,0.7,0,4,0,10,0.3,146,1,5,420,408,1290,7,3,9,0,0,0,0
1128,1,1.8,1,3,0,14,0.5,122,2,7,853,1075,1705,8,5,16,1,1,1,1
1438,1,2.4,1,8,1,25,0.6,174,5,9,685,1329,2698,9,7,18,1,1,1,2
3360,1,3.2,1,12,1,55,0.7,148,6,13,1383,1445,3708,14,7,18,1,1,1,3
795,0,0.5,1,0,0,15,0.4,122,1,7,160,971,776,13,3,10,0,0,0,0
1032,1,2.1,1,1,0,19,0.8,123,3,5,602,1134,1794,10,4,12,1,1,1,1
1457,1,2.4,1,10,1,25,0.9,190,4,13,1066,1513,2340,17,5,16,1,1,1,2
3387,1,2.6,1,13,1,47,0.8,180,7,13,1306,1955,3023,16,4,18,1,1,1,3
1010,0,0.6,0,2,0,13,0.4,100,3,1,296,757,316,11,4,5,0,1,0,0
1156,1,1.4,1,3,0,16,0.6,173,2,7,613,1254,1973,7,4,10,1,1,1,1
1440,1,1.7,1,12,1,28,0.7,134,5,9,942,1057,2504,12,5,12,1,1,1,2
2610,1,3.0,1,10,1,48,1.1,165,6,17,1032,1475,3208,13,7,19,1,1,1,3
646,1,0.5,0,2,0,4,0.5,145,3,6,393,872,1171,14,2,9,0,0,0,0
1399,1,1.4,1,6,1,31,0.6,170,2,5,654,954,1194,12,3,14,1,1,1,1
2080,1,2.0,1,6,1,34,0.9,192,4,11,697,1406,2529,17,4,18,1,1,1,2
2659,1,3.4,1,14,1,54,1.2,147,6,15,1118,1625,3035,10,5,14,1,1,1,3
787,1,1.2,0,1,0,13,0.5,147,1,3,415,869,509,14,2,7,0,0,0,0
1207,1,1.7,1,1,1,8,0.5,140,4,9,423,965,1515,15,4,13,1,1,1,1
1827,1,1.8,1,7,1,36,1.0,137,4,8,1008,1537,2586,8,6,11,1,1,1,2
3287,1,3.3,1,13,1,53,1.3,169,6,17,1025,1864,3774,10,5,19,1,1,1,3
1041,1,1.3,1,0,0,8,0.3,85,1,7,428,526,617,5,3,13,0,0,0,0
1130,1,1.7,1,4,1,18,0.8,133,4,4,730,1061,1730,6,4,15,1,1,1,1
1545,1,2.5,1,5,1,20,0.7,172,5,8,969,1037,2044,8,5,19,1,1,1,2
2396,1,2.3,1,12,1,43,1.0,140,7,18,1266,1616,3927,10,7,13,1,1,1,3
602,1,0.9,0,0,0,9,0.3,126,2,5,330,502,974,5,2,6,0,0,0,0
1216,1,1.0,1,5,0,23,0.5,122,4,6,597,809,1927,16,5,14,1,1,1,1
2055,1,1.5,1,5,1,17,0.7,130,4,12,670,1530,2422,13,7,18,1,1,1,2
2097,1,2.4,1,13,1,42,1.0,167,6,16,1076,1969,3987,17,6,16,1,1,1,3
516,1,0.6,1,0,0,8,0.3,105,1,2,236,587,685,12,4,8,0,0,1,0
1506,1,1.9,1,1,1,13,0.6,157,2,5,468,1205,1151,7,4,14,1,1,1,1
1572,1,2.2,1,11,1,19,0.7,193,5,13,1011,1153,2748,14,7,10,1,1,1,2
2747,1,2.2,1,11,1,53,1.1,190,7,17,1045,1453,3848,10,5,13,1,1,1,3
576,1,1.5,1,3,0,15,0.4,130,1,2,572,538,634,9,2,12,0,1,0,0
1568,1,1.8,1,3,1,18,0.6,128,4,9,782,1250,1484,8,3,9,1,1,1,1
1967,1,1.9,1,12,1,25,0.6,161,5,9,783,1293,1824,14,3,14,1,1,1,2
3293,1,3.0,1,14,1,38,1.0,147,7,17,1322,1492,3273,15,7,19,1,1,1,3
1032,0,1.0,0,1,0,15,0.1,143,1,0,296,821,1020,10,4,7,0,1,1,0
1376,1,1.3,1,6,0,21,0.4,172,4,7,577,1303,1617,6,5,15,1,1,1,1
1704,1,2.3,1,9,1,30,0.8,151,5,10,663,1244,2636,16,3,13,1,1,1,2
2176,1,3.2,1,11,1,37,1.2,161,6,14,1314,1497,3430,15,7,15,1,1,1,3
661,0,1.2,0,1,0,11,0.2,82,3,2,330,809,554,7,5,8,0,0,0,0
1363,1,1.8,1,2,0,11,0.7,151,3,5,601,1230,1343,13,4,16,1,1,1,1
2117,1,1.9,1,5,1,19,0.7,164,4,14,758,1412,2062,17,4,16,1,1,1,2
2982,1,2.7,1,12,1,52,0.9,191,6,12,1125,1456,3023,10,7,18,1,1,1,3
1018,0,1.0,0,1,0,10,0.1,141,2,1,276,991,814,5,5,11,0,0,0,0
1242,1,2.0,1,6,0,13,0.6,126,2,4,734,1341,1304,15,2,14,1,1,1,1
1809,1,1.9,1,11,1,20,0.7,186,5,13,924,1206,2558,13,7,18,1,1,1,2
2943,1,2.4,1,12,1,51,1.4,173,7,18,1314,1518,3135,11,4,14,1,1,1,3
1049,0,1.2,0,3,0,6,0.2,97,3,6,451,538,603,10,3,8,0,1,0,0
1074,1,1.2,1,4,0,17,0.5,175,4,8,615,1174,1330,7,4,8,1,1,1,1
1595,1,2.4,1,6,1,17,1.0,196,5,8,1087,1550,2738,9,6,11,1,1,1,2
2439,1,3.3,1,11,1,37,1.3,163,6,12,1249,1876,3129,18,7,15,1,1,1,3
740,0,1.3,0,4,0,8,0.1,138,1,6,186,627,460,13,5,14,0,0,0,0
1297,1,2.0,1,6,1,12,0.8,175,2,6,829,1322,1720,14,3,17,1,1,1,1
1500,1,1.7,1,5,1,25,0.7,184,4,12,976,1575,2075,10,7,19,1,1,1,2
2550,1,2.3,1,13,1,33,1.3,144,6,13,1126,1713,3219,13,4,17,1,1,1,3
868,0,0.5,0,0,0,11,0.6,129,1,3,286,512,551,6,3,12,0,0,1,0
1032,1,1.6,1,2,1,31,0.6,123,3,9,533,1107,1309,7,6,16,1,1,1,1
1836,1,2.5,1,12,1,41,0.8,186,5,8,690,1001,2969,13,7,17,1,1,1,2
2141,1,2.5,1,13,1,34,0.7,168,7,13,1071,1491,4069,11,7,14,1,1,1,3
746,1,1.2,1,2,0,15,0.4,121,3,6,287,967,566,6,2,14,0,0,0,0
1096,1,1.0,1,2,1,16,0.6,129,2,4,409,1225,1020,13,5,15,1,1,1,1
1550,1,1.9,1,6,1,44,0.7,193,4,10,1035,1444,2362,17,4,13,1,1,1,2
2985,1,2.5,1,10,1,51,1.3,159,7,19,1053,1641,3470,18,6,16,1,1,1,3
728,1,0.9,1,2,0,4,0.4,141,3,7,282,767,1238,9,3,11,0,0,0,0
1214,1,1.2,1,5,0,23,0.5,145,3,6,723,916,1788,14,4,12,1,1,1,1
2106,1,2.3,1,9,1,37,0.7,162,4,8,907,1477,2729,11,4,16,1,1,1,2
2705,1,2.8,1,11,1,39,1.0,193,6,18,1193,1473,3604,11,7,16,1,1,1,3
1083,1,1.4,1,4,0,6,0.6,110,3,6,221,978,577,8,4,13,0,0,0,0
1001,1,1.9,1,3,0,27,0.8,131,3,5,777,1081,1904,7,3,10,1,1,1,1
1427,1,1.7,1,5,1,38,0.9,194,5,9,740,1044,2223,16,7,14,1,1,1,2
2992,1,2.6,1,13,1,58,0.8,165,6,19,1184,1980,3492,12,4,17,1,1,1,3
576,0,1.2,1,0,0,7,0.1,135,1,5,344,454,1171,10,5,14,0,1,0,0
1204,1,1.7,1,5,1,10,0.7,142,4,9,514,1102,1971,6,5,16,1,1,1,1
1841,1,1.8,1,9,1,32,1.0,144,4,10,865,1233,2458,13,4,18,1,1,1,2
2235,1,3.4,1,12,1,54,1.4,159,6,18,1134,1438,3693,13,5,13,1,1,1,3
882,1,1.0,1,0,0,4,0.3,101,1,3,449,820,987,5,4,14,0,1,0,0
1195,1,1.3,1,2,1,22,0.4,161,4,7,475,1247,1019,7,2,10,1,1,1,1
1728,1,2.3,1,7,1,25,0.8,131,4,13,1083,1399,2837,15,7,11,1,1,1,2
2382,1,2.2,1,13,1,61,1.2,191,7,13,1194,1788,3159,18,6,13,1,1,1,3
876,0,0.6,1,1,0,5,0.5,100,1,5,344,881,401,12,4,5,0,0,0,0
1251,1,1.7,1,5,1,8,0.7,168,2,7,873,1122,1787,10,3,8,1,1,1,1
1922,1,1.7,1,8,1,24,0.7,167,5,13,737,1153,1882,8,6,18,1,1,1,2
2401,1,3.3,1,11,1,54,1.1,165,6,13,1076,1664,3932,17,7,14,1,1,1,3
1065,0,0.6,0,0,0,9,0.3,141,3,2,508,883,1173,11,5,14,0,0,1,0
1258,1,1.4,1,5,0,9,0.4,122,3,7,600,969,1736,8,5,12,1,1,1,1
1578,1,1.5,1,11,1,23,0.8,135,4,11,769,1007,2683,16,7,14,1,1,1,2
2792,1,2.6,1,10,1,48,0.8,167,7,12,1089,1561,4066,17,4,13,1,1,1,3
581,1,0.6,0,3,0,12,0.1,119,2,4,402,592,590,14,3,6,0,1,1,0
1280,1,1.4,1,3,0,15,0.6,139,4,7,495,946,1443,14,2,16,1,1,1,1
1905,1,1.8,1,9,1,25,0.9,137,4,8,648,1550,2831,13,3,16,1,1,1,2
2497,1,3.2,1,13,1,58,1.1,154,6,14,1093,1410,3389,17,6,18,1,1,1,3
714,0,1.2,1,1,0,14,0.2,106,3,1,599,955,495,6,5,12,0,1,1,0
1237,1,1.6,1,5,1,12,0.6,128,2,9,479,1033,1036,11,5,11,1,1,1,1
1571,1,2.1,1,9,1,45,0.8,185,4,8,933,1109,2885,16,7,15,1,1,1,2
2611,1,2.4,1,12,1,62,0.8,172,7,19,1119,1994,3017,13,7,15,1,1,1,3
1053,0,0.5,0,2,0,5,0.3,146,2,1,504,418,916,5,5,14,0,0,0,0
1519,1,1.7,1,1,0,28,0.8,147,3,7,531,828,1634,16,6,13,1,1,1,1
1533,1,1.7,1,7,1,20,0.9,175,5,10,898,1583,2849,11,6,13,1,1,1,2
3487,1,2.8,1,11,1,60,0.7,164,6,15,1067,1973,3074,10,4,12,1,1,1,3
694,0,1.4,0,4,0,10,0.1,146,3,6,533,447,1032,10,4,7,0,0,0,0
1562,1,1.6,1,2,1,9,0.6,169,2,4,793,906,1834,10,4,8,1,1,1,1
1980,1,1.7,1,5,1,37,0.8,166,4,12,890,1395,2916,11,7,13,1,1,1,2
3470,1,3.5,1,10,1,62,1.3,190,6,16,1066,1605,3686,12,7,17,1,1,1,3
661,0,0.8,0,1,0,13,0.2,89,3,5,468,596,420,10,4,12,0,1,0,0
1431,1,1.6,1,5,1,14,0.6,174,3,5,558,1313,1424,10,2,8,1,1,1,1
1823,1,2.5,1,10,1,33,0.8,161,5,8,676,1157,2739,11,5,14,1,1,1,2
3321,1,2.3,1,14,1,34,1.3,155,6,15,1049,1935,3794,10,6,16,1,1,1,3
712,1,0.6,0,0,0,14,0.2,99,2,4,424,519,483,14,5,12,0,0,1,0
1243,1,1.6,1,2,0,8,0.4,158,2,4,434,1135,1528,15,4,9,1,1,1,1
2166,1,2.5,1,5,1,24,0.6,171,4,12,1081,1548,2838,10,7,17,1,1,1,2
2415,1,2.8,1,13,1,58,0.7,151,7,18,1166,1733,3224,15,6,16,1,1,1,3
606,1,0.8,1,0,0,12,0.5,134,2,7,391,813,958,8,3,10,0,0,1,0
1509,1,2.2,1,4,1,17,0.4,151,2,8,827,992,1799,15,5,11,1,1,1,1
1499,1,1.8,1,10,1,38,0.8,130,5,9,1097,1563,2466,12,5,16,1,1,1,2
2555,1,3.4,1,10,1,63,1.1,141,6,17,1052,1975,3967,15,4,12,1,1,1,3
1095,0,1.5,1,3,0,5,0.3,81,1,3,204,427,772,14,5,6,0,1,1,0
1576,1,2.1,1,6,1,28,0.8,140,3,9,714,1255,1197,9,6,15,1,1,1,1
1886,1,2.3,1,7,1,18,0.9,139,5,13,1003,1372,2039,10,3,17,1,1,1,2
3186,1,2.3,1,11,1,32,0.9,178,7,13,1325,1480,3263,19,5,13,1,1,1,3
921,1,0.6,1,0,0,6,0.2,90,3,2,319,540,1210,10,3,5,0,1,0,0
1296,1,2.0,1,1,0,21,0.6,135,2,6,803,1144,1941,11,5,15,1,1,1,1
1601,1,1.8,1,7,1,40,1.0,187,5,9,777,1325,2187,15,4,17,1,1,1,2
3069,1,2.9,1,13,1,60,1.1,181,6,12,1076,1630,3851,12,4,13,1,1,1,3
687,1,1.3,1,3,0,11,0.3,106,2,5,229,689,534,13,3,14,0,0,1,0
1342,1,1.4,1,6,1,18,0.5,154,3,9,522,1249,1378,10,6,11,1,1,1,1
1453,1,2.4,1,12,1,38,0.9,192,5,12,1026,1187,2923,17,3,17,1,1,1,2
3019,1,2.3,1,14,1,40,1.1,164,7,17,1087,1421,3377,12,7,12,1,1,1,3
701,0,1.2,0,3,0,12,0.6,122,1,6,285,772,532,8,2,11,0,0,0,0
1204,1,1.7,1,1,0,9,0.6,148,2,5,720,999,1315,15,2,16,1,1,1,1
1763,1,1.9,1,7,1,44,0.7,153,4,10,1066,1092,1886,11,4,14,1,1,1,2
2527,1,3.1,1,11,1,62,0.9,188,6,17,1124,1511,3823,19,4,17,1,1,1,3
933,0,0.6,0,2,0,9,0.2,128,1,1,502,973,1036,10,3,6,0,0,0,0
1091,1,1.8,1,5,1,30,0.7,178,4,6,883,1159,1762,11,6,14,1,1,1,1
2038,1,2.0,1,6,1,22,0.9,157,5,10,945,1317,2067,16,5,11,1,1,1,2
3005,1,2.7,1,12,1,32,1.3,192,6,18,1314,1984,3828,13,6,16,1,1,1,3
1072,0,1.0,0,2,0,12,0.5,113,2,7,576,520,1182,13,4,7,0,0,0,0
1257,1,1.3,1,1,1,26,0.5,142,3,7,437,1317,1951,6,3,11,1,1,1,1
1429,1,2.0,1,7,1,27,0.7,148,5,14,1030,1454,2290,9,7,10,1,1,1,2
2458,1,2.4,1,12,1,40,0.8,147,6,12,1381,1499,3480,15,6,13,1,1,1,3
948,0,0.6,1,4,0,10,0.1,139,3,3,195,882,1273,6,3,7,0,0,1,0
1009,1,1.7,1,5,1,15,0.6,170,3,8,835,1059,1854,9,6,16,1,1,1,1
1861,1,1.8,1,8,1,40,0.8,173,5,12,603,1084,2958,14,6,19,1,1,1,2
3085,1,2.9,1,13,1,62,1.0,166,7,12,1289,1500,3663,15,7,18,1,1,1,3
586,0,0.9,0,0,0,12,0.1,120,1,6,266,521,801,13,3,10,0,1,0,0
1269,1,2.1,1,6,0,23,0.8,130,3,8,554,950,1910,11,4,10,1,1,1,1
1713,1,2.3,1,7,1,43,0.8,183,5,8,1003,1308,2597,11,4,19,1,1,1,2
2513,1,2.5,1,14,1,47,0.9,159,6,14,1367,1660,3182,10,4,18,1,1,1,3
710,0,0.9,0,4,0,14,0.3,80,1,5,583,629,1287,7,4,12,0,0,0,0
1223,1,1.7,1,5,1,9,0.6,127,4,8,687,1031,1734,13,4,17,1,1,1,1
1825,1,1.8,1,11,1,23,0.7,158,4,12,755,1500,2983,11,4,18,1,1,1,2
2330,1,3.2,1,14,1,46,1.4,157,6,14,1003,1777,3267,18,6,18,1,1,1,3
1080,0,1.3,0,1,0,7,0.5,137,2,4,400,763,501,5,3,5,0,0,1,0
1157,1,1.5,1,4,1,29,0.7,146,4,5,530,1189,1756,12,2,9,1,1,1,1
1793,1,1.7,1,11,1,30,0.8,166,4,10,867,1502,2852,15,3,10,1,1,1,2
3236,1,2.7,1,13,1,60,1.4,143,7,19,1227,1650,3881,18,4,14,1,1,1,3
975,1,1.4,1,2,0,8,0.2,134,3,7,544,796,468,12,5,7,0,0,1,0
1389,1,1.4,1,6,0,8,0.7,126,4,8,620,1178,1906,14,3,13,1,1,1,1
1516,1,1.7,1,6,1,19,0.9,169,4,12,728,1559,2909,10,3,16,1,1,1,2
3032,1,3.1,1,10,1,34,1.1,163,6,13,1354,1662,3366,18,5,12,1,1,1,3
697,1,1.1,0,2,0,11,0.5,146,2,5,395,456,553,10,2,13,0,1,1,0
1464,1,1.0,1,1,0,20,0.8,130,2,4,646,1164,1110,12,2,11,1,1,1,1
1827,1,1.6,1,6,1,35,0.7,146,4,10,969,1490,2381,10,6,18,1,1,1,2
3359,1,3.3,1,12,1,41,1.2,155,7,13,1002,1626,3664,13,7,15,1,1,1,3
902,0,1.2,0,1,0,12,0.5,103,3,6,306,802,943,12,4,9,0,0,0,0
1412,1,1.6,1,3,0,23,0.6,175,4,8,473,1019,1787,11,2,13,1,1,1,1
2078,1,1.6,1,10,1,23,0.7,184,4,14,624,1026,2879,10,5,15,1,1,1,2
2169,1,2.6,1,11,1,49,0.8,154,6,19,1214,1509,3732,17,5,19,1,1,1,3
528,1,1.5,0,3,0,12,0.3,121,1,4,276,618,496,7,5,10,0,0,0,0
1300,1,1.2,1,5,0,23,0.5,144,4,9,619,1278,1232,16,5,14,1,1,1,1
1713,1,2.2,1,7,1,31,0.7,174,5,8,816,1405,2623,12,4,10,1,1,1,2
2298,1,2.2,1,14,1,43,1.5,168,7,18,1387,1587,4048,19,7,14,1,1,1,3
954,0,1.1,0,2,0,12,0.5,137,3,6,545,573,942,9,5,11,0,1,0,0
1065,1,1.1,1,2,1,30,0.6,158,3,6,631,872,1710,14,6,16,1,1,1,1
2006,1,2.4,1,9,1,39,0.7,162,5,11,1063,1496,2524,10,3,17,1,1,1,2
2231,1,2.4,1,11,1,60,1.2,149,6,15,1153,1665,3767,13,7,14,1,1,1,3
500,0,1.0,0,3,0,12,0.1,145,1,6,545,455,912,6,5,6,0,0,0,0
1409,1,1.3,1,1,1,28,0.4,153,3,6,480,974,1175,11,6,16,1,1,1,1
1499,1,1.9,1,8,1,35,0.8,160,4,12,1000,1222,2328,9,3,10,1,1,1,2
2748,1,2.2,1,13,1,48,0.7,184,6,15,1198,1419,3110,16,5,18,1,1,1,3
982,0,0.5,1,4,0,7,0.3,105,3,0,528,654,450,13,2,13,0,0,1,0
1549,1,1.6,1,6,1,17,0.6,171,4,9,533,968,1465,12,2,14,1,1,1,1
2033,1,2.0,1,9,1,36,0.7,156,4,10,879,1321,2834,14,6,18,1,1,1,2
3104,1,2.4,1,11,1,37,1.1,185,7,17,1064,1527,4090,19,4,17,1,1,1,3
790,1,0.9,0,1,0,10,0.3,97,1,4,347,687,883,11,2,13,0,1,1,0
1287,1,1.9,1,4,1,14,0.6,151,3,5,559,1027,1551,16,5,12,1,1,1,1
1561,1,2.1,1,12,1,17,0.9,150,5,12,785,1090,2355,11,3,14,1,1,1,2
2192,1,2.4,1,10,1,48,1.1,150,6,16,1259,1887,4055,16,6,17,1,1,1,3
549,1,0.8,0,2,0,4,0.6,96,2,3,297,654,548,7,4,11,0,1,0,0
1478,1,2.1,1,4,0,28,0.6,168,3,7,733,894,1922,14,5,10,1,1,1,1
1776,1,2.1,1,6,1,34,0.8,175,5,8,857,1052,2341,13,3,16,1,1,1,2
3439,1,2.2,1,13,1,41,1.3,167,7,13,1148,1939,3245,11,4,15,1,1,1,3
994,1,1.3,0,3,0,9,0.5,110,1,2,428,837,872,13,4,8,0,0,0,0
1329,1,1.0,1,2,1,31,0.8,159,3,6,538,1369,1510,13,2,11,1,1,1,1
1618,1,2.4,1,8,1,27,0.6,181,5,11,773,1549,2301,17,3,17,1,1,1,2
2692,1,2.7,1,13,1,51,1.0,161,6,12,1357,1978,3189,10,6,14,1,1,1,3
955,1,1.4,0,2,0,11,0.1,118,3,1,195,949,1254,14,3,5,0,0,0,0
1199,1,1.8,1,6,1,10,0.6,130,3,9,678,1255,1849,15,4,11,1,1,1,1
2028,1,2.4,1,8,1,19,0.7,175,4,11,929,1278,2525,9,5,19,1,1,1,2
2495,1,2.6,1,14,1,40,1.3,165,7,12,1329,1841,3066,15,5,14,1,1,1,3
706,1,1.1,1,0,0,14,0.4,89,1,2,245,933,709,12,3,11,0,1,0,0
1411,1,2.0,1,6,1,16,0.5,139,3,4,742,1389,1964,11,3,15,1,1,1,1
1744,1,2.3,1,6,1,40,1.0,193,4,11,639,1139,2797,16,4,16,1,1,1,2
2785,1,3.2,1,10,1,61,1.1,168,6,19,1045,1467,3088,12,7,12,1,1,1,3
1047,0,0.5,0,1,0,11,0.5,126,2,4,292,571,709,12,2,7,0,1,1,0
1480,1,2.1,1,3,0,20,0.5,158,2,9,636,1009,1299,7,4,8,1,1,1,1
2097,1,2.0,1,9,1,32,1.0,186,4,8,978,1149,2901,9,5,13,1,1,1,2
2371,1,2.6,1,13,1,33,1.1,191,6,14,1098,1569,3260,14,5,17,1,1,1,3
860,1,1.4,1,1,0,12,0.4,92,3,2,184,584,1143,11,5,12,0,0,0,0
1552,1,1.6,1,6,0,31,0.6,147,2,7,582,1392,1776,14,5,15,1,1,1,1
2078,1,1.8,1,9,1,42,0.9,154,5,9,923,1015,2517,14,3,18,1,1,1,2
2212,1,2.6,1,12,1,58,1.0,141,7,15,1038,1603,3952,18,4,17,1,1,1,3
631,1,0.7,0,4,0,10,0.2,85,2,6,531,884,816,6,2,9,0,1,0,0
1497,1,1.8,1,5,0,15,0.4,156,2,7,610,1103,1539,6,5,14,1,1,1,1
2124,1,2.4,1,11,1,25,0.9,133,4,9,881,1168,2676,10,6,17,1,1,1,2
2873,1,3.3,1,11,1,45,0.7,185,7,19,1246,1959,3426,10,6,17,1,1,1,3
1058,0,1.0,0,4,0,13,0.5,119,3,7,539,931,1190,12,4,10,0,0,1,0
1126,1,1.3,1,3,1,26,0.7,131,4,6,598,848,1024,7,5,9,1,1,1,1
1761,1,2.3,1,10,1,36,1.0,145,4,10,941,1591,2507,11,6,13,1,1,1,2
3021,1,2.8,1,12,1,41,1.2,177,7,19,1210,1454,4032,17,7,12,1,1,1,3
1050,1,1.0,1,4,0,7,0.4,81,2,0,454,431,639,5,5,10,0,0,0,0
1523,1,1.8,1,6,1,11,0.5,137,2,6,729,1252,1076,13,2,12,1,1,1,1
1576,1,1.8,1,10,1,25,0.9,160,4,14,828,1501,2072,8,7,18,1,1,1,2
3492,1,2.9,1,10,1,55,1.3,162,7,17,1192,1495,3039,18,4,13,1,1,1,3
814,0,0.9,1,2,0,8,0.5,121,3,4,397,793,639,11,3,6,0,1,0,0
1308,1,1.5,1,1,1,29,0.8,145,3,4,589,1106,1559,10,5,13,1,1,1,1
1954,1,1.8,1,11,1,17,0.8,172,5,9,757,1292,2068,8,3,16,1,1,1,2
2367,1,2.2,1,13,1,62,1.3,165,6,16,1275,1874,3316,16,7,19,1,1,1,3
1015,0,1.0,1,3,0,12,0.2,127,1,2,469,531,955,11,5,5,0,0,1,0
1593,1,1.3,1,5,0,23,0.7,125,2,5,804,1131,1981,12,5,12,1,1,1,1
1762,1,1.6,1,5,1,39,0.7,186,4,13,709,1344,2141,8,7,19,1,1,1,2
2840,1,2.3,1,12,1,35,1.0,183,7,17,1159,1575,3320,18,7,13,1,1,1,3
945,1,1.2,1,0,0,5,0.2,112,3,3,291,937,738,11,5,9,0,0,0,0
1528,1,2.2,1,6,0,16,0.5,123,3,9,632,950,1345,9,2,10,1,1,1,1
1971,1,1.7,1,7,1,33,0.8,161,5,10,861,1347,2927,15,5,13,1,1,1,2
3484,1,3.0,1,11,1,40,1.0,179,7,13,1067,1657,3838,15,4,14,1,1,1,3
784,0,0.8,0,2,0,6,0.6,148,1,3,369,714,826,8,5,10,0,0,0,0
1433,1,1.2,1,3,0,19,0.5,153,4,8,454,1259,1395,10,4,13,1,1,1,1
2158,1,1.8,1,12,1,24,0.9,147,4,13,712,1558,2546,9,7,14,1,1,1,2
2890,1,2.4,1,13,1,59,1.5,146,6,17,1145,1491,3407,18,6,19,1,1,1,3
513,1,0.5,0,4,0,7,0.3,108,1,2,168,545,1221,8,5,8,0,1,0,0
1280,1,1.8,1,4,0,16,0.4,131,2,8,748,1320,1882,8,6,10,1,1,1,1
1806,1,2.1,1,10,1,43,0.8,154,5,14,720,1059,2549,11,6,17,1,1,1,2
3355,1,3.3,1,10,1,58,1.0,144,7,13,1324,1419,3111,15,5,17,1,1,1,3
676,1,0.6,1,1,0,5,0.5,144,3,0,292,973,1118,8,3,11,0,0,0,0
1128,1,2.0,1,5,0,26,0.6,130,4,7,732,1069,1821,11,4,13,1,1,1,1
1995,1,2.0,1,7,1,36,0.9,139,4,12,1022,1363,2057,15,7,18,1,1,1,2
2410,1,2.9,1,10,1,34,1.0,182,6,12,1106,1522,3829,15,6,12,1,1,1,3
1020,1,1.3,0,3,0,7,0.4,149,2,0,455,441,1171,13,5,5,0,0,0,0
1560,1,2.1,1,4,0,25,0.6,158,3,7,829,927,1564,9,2,14,1,1,1,1
1541,1,1.8,1,6,1,45,1.0,187,4,10,758,1028,2667,14,6,15,1,1,1,2
3469,1,3.4,1,11,1,40,1.1,198,7,16,1143,1543,3524,16,6,13,1,1,1,3
612,1,0.5,0,2,0,12,0.2,102,2,3,294,931,1049,14,2,8,0,1,1,0
1396,1,2.1,1,3,1,14,0.7,127,3,7,733,1387,1815,11,2,10,1,1,1,1
1852,1,2.2,1,6,1,47,0.7,155,4,8,1000,1338,2801,11,5,14,1,1,1,2
2375,1,2.6,1,10,1,58,0.7,176,7,13,1282,1504,3883,16,4,16,1,1,1,3
822,0,0.8,0,1,0,7,0.2,109,3,6,435,441,1262,7,2,8,0,1,0,0
1496,1,1.5,1,5,0,27,0.7,177,2,5,417,1255,1604,9,5,11,1,1,1,1
1538,1,1.8,1,10,1,34,0.7,165,5,14,715,1405,2153,13,7,10,1,1,1,2
2447,1,2.3,1,13,1,52,0.9,174,6,18,1220,1821,3674,11,5,18,1,1,1,3
853,0,1.1,0,1,0,5,0.2,96,2,1,416,437,628,13,5,10,0,0,0,0
1503,1,1.5,1,3,0,21,0.7,149,2,5,553,859,1157,16,2,14,1,1,1,1
1962,1,2.0,1,7,1,35,0.7,195,5,14,860,1479,2804,11,7,19,1,1,1,2
2380,1,3.0,1,13,1,41,0.7,178,6,15,1232,1722,3906,17,5,13,1,1,1,3
546,1,1.4,0,3,0,4,0.5,127,1,7,560,755,1022,11,3,8,0,1,0,0
1311,1,1.6,1,1,1,28,0.6,163,2,7,669,1210,1336,12,6,16,1,1,1,1
1476,1,1.9,1,5,1,32,1.0,132,4,8,1023,1217,2771,12,4,17,1,1,1,2
2444,1,3.3,1,11,1,62,0.9,141,7,17,1029,1804,3423,13,5,14,1,1,1,3
540,0,1.2,1,1,0,4,0.5,109,2,1,307,430,1280,5,3,14,0,0,0,0
